"year","municip_number","municip","sea_area","population","popgrowth","unemployed","percent_wforce","distance","distance_rank","aqua_prod_ton","total_catch_ton","total_catch_ton_coast","total_catch_ton_11m","totobs"
2009,1815,"Vega",2756.44,1288,-9,18,67.9,1375.174,4,734.096966,0.1106,0.1106,0.1106,14
2009,1816,"Vevelstad",122.2,501,0,10,65.4,1379.621,5,5003.510452,0,0,0,14
2009,1818,"Heroy",2197.73,1652,-17,37,65.1,1418.72,8,4873.714413,430.479,430.479,349.2464,14
2009,1820,"Alstahaug",397.61,7208,-5,100,67.6,1400.557,6,7264.618221,1.3219,1.3219,1.3219,14
2009,1824,"Vefsn",101.49,13342,-3,267,68.3,1409.307,7,1397.985876,0.3618,0.3618,0.3618,14
2009,1827,"Donna",567.37,1432,-3,22,68,1438.247,9,6575.844095,636.6579,636.6579,292.3795,14
2009,1828,"Nesna",219.63,1786,32,21,63.5,1455.901,12,1477.549241,2.9086,2.9086,2.9086,14
2009,1833,"Rana",128.29,25281,30,434,67.6,1502.259,15,3252.876185,1.4275,1.4275,1.4275,14
2009,1834,"Luroy",1072.51,1883,-17,25,69.8,1467.93,13,13931.695636,297.7917,297.7917,160.4447,14
2009,1835,"Traena",1777.3,455,25,NA,74.4,1468.945,14,1533.22645,31881.0982,18352.7072,1052.8679,14
2009,1836,"Rodoy",2391.77,1292,-6,17,69.9,1502.26,16,9294.252654,1371.4915,1371.4915,1001.7541,14
2009,1837,"Meloy",1872.46,6641,-16,54,68.8,1505.621,18,11903.828737,625.8358,625.8358,147.7615,14
2009,1838,"Gildeskal",837.6,2053,-16,14,67,1509.91,19,9525.214062,172.6542,172.6542,91.7782,14
2009,1840,"Saltdal",29.77,4727,16,75,67.2,1502.261,17,1289.564016,0,0,0,14
2009,1841,"Fauske",84.29,9477,30,176,66,1625.878,22,2932.498484,3.7459,3.7459,3.536,14
2009,1845,"Sorfold",192.04,2021,-11,40,62.1,1711.852,28,11852.392797,197.8965,197.8965,164.9671,14
2009,1848,"Steigen",2475.41,2665,0,35,66.6,1711.846,27,13456.731718,944.6255,944.6255,646.8679,14
2009,1849,"Hamaroy",528.96,1754,-9,33,64.9,1724.582,30,1774.644827,0.6,0.6,0.6,14
2009,1850,"Tysfjord",465.3,2046,-4,38,58.8,1743.794,31,3777.026916,67.5388,67.5388,60.036,14
2009,1851,"Lodingen",516.46,2242,3,46,63.6,1754.722,33,7592.712534,14778.7302,4796.4822,132.2176,14
2009,1854,"Ballangen",260.93,2623,-16,54,60.8,1791.624,35,1194.383435,0,0,0,14
2009,1859,"Flakstad",994.01,1419,-12,32,67.4,1680.052,25,2179.651487,5468.4115,5468.4115,2106.6068,14
2009,1860,"Vestvagoy",1685.01,10706,5,233,68.1,1703.182,26,760.97279,8142.0524,8142.0524,909.4322,14
2009,1865,"Vagan",1608.35,8976,36,182,67.2,1720.912,29,7095.04118,26001.4232,18063.6151,1770.4587,14
2009,1866,"Hadsel",617.87,7950,12,170,65.1,1753.946,32,11325.692836,1632.6675,1377.7074,338.0003,14
2009,1867,"Bo",1579.07,2838,-32,54,61.6,1760.852,34,6552.569687,10705.9163,7198.9263,993.1736,14
2009,1868,"Oksnes",1495.68,4418,18,66,66.3,1803.767,38,10643.830627,11953.7547,11739.4528,2197.346,14
2009,1870,"Sortland",371.13,9732,73,190,69.4,1796.622,36,4119.791739,1916.543,1736.04,2.268,14
2010,2004,"Hammerfest",2379.58,9724,50,176,72.9,2187.8,68,9546.299395,12632.712,9074.4133,1921.2004,14
2010,2012,"Alta",708.22,18680,82,368,69.1,2142.243,66,20675.674761,557.0957,557.0957,548.8689,14
2010,2014,"Loppa",2119.69,1087,-4,29,61,2114.266,65,6850.179179,5821.2507,4314.0517,867.9995,14
2010,2017,"Kvalsund",299.43,1026,-7,33,61.4,2196.698,69,2673.101881,20.5491,20.5491,20.4534,14
2010,2019,"Nordkapp",3172.78,3185,24,91,66,2302.882,72,1461.757275,17716.7457,14467.4234,4547.7372,14
2010,2022,"Lebesby",2269.84,1342,2,41,59.2,2339.808,73,1610.053708,4010.9313,4010.9313,2140.5913,14
2010,2027,"Nesseby",200.5,884,-1,16,65.3,2452.245,77,3985.609311,547.7792,517.776,490.5072,14
2010,2030,"Sor-Varanger",1135.7,9738,11,151,71.8,2587.5,81,5071.579322,483.0486,483.0486,440.4281,14
2010,1902,"Tromso",2767.33,67305,364,1124,71.5,1963.832,58,9373.314868,33426.828,19334.2612,3398.5708,14
2010,1903,"Harstad",1075.25,NA,NA,NA,NA,1850.033,44,10811.49085,669.8562,669.8562,299.2096,14
2010,1911,"Kvaefjord",189.03,3049,-26,44,65.5,1806.774,39,6372.64936,188.8255,188.8255,159.7193,14
2010,1913,"Skanland",85.75,2855,18,37,64.5,1844.254,41,5225.820095,1.9366,1.9366,1.9366,14
2010,1917,"Ibestad",351.66,1408,2,26,61.8,1875.689,45,6643.258661,1.1045,1.1045,1.1045,14
2010,1919,"Gratangen",61.93,1150,-11,5,59.1,1883.657,46,2733.41489,0.2355,0.2355,0.2355,13
2010,1920,"Lavangen",22.93,1012,3,19,61.2,1896.465,49,1203.268548,0,0,0,14
2010,1923,"Salangen",63.61,2211,-15,36,62.2,1900.846,51,1258.604174,0.196,0.196,0,13
2010,1926,"Dyroy",181.21,1233,-4,31,59.9,1900.833,50,5251.75597,0,0,0,14
2010,1927,"Tranoy",414.56,1552,-11,18,61.5,1894.122,48,9026.733845,0,0,0,14
2010,1928,"Torsken",832.68,899,4,10,64.3,1890.295,47,7792.125061,6536.5415,5886.7113,1243.8329,14
2010,1929,"Berg",836.66,926,-11,13,69.9,1910.705,52,2700.334356,17806.2742,10360.8503,1265.7976,14
2010,1931,"Lenvik",702.95,11243,-16,122,66.3,1925.114,54,3353.152369,2557.8342,2533.5342,732.6117,14
2010,1936,"Karlsoy",4796.75,2371,2,42,65.2,2036.172,59,9854.264045,7994.1201,7516.6308,1966.1705,14
2010,1938,"Lyngen",487.07,3152,-9,62,67.5,2039.693,60,983.4031,781.7399,781.7399,101.3987,14
2010,1941,"Skjervoy",1088,2881,-1,71,64.1,2077.385,62,10052.11011,5890.5637,5381.5087,2284.8716,14
2010,1942,"Nordreisa",243.72,4757,-7,78,66.4,2083.479,63,5174.152149,457.3007,457.3007,411.8058,14
2010,1943,"Kvaenangen",573.01,1316,-4,NA,60.7,2110.984,64,10452.623385,207.6971,207.6971,193.6446,14
2010,1804,"Bodo",3431.45,47282,125,614,71.8,1625.878,22,1829.795058,19544.8934,15293.1974,480.5338,14
2010,1811,"Bindal",641.29,1601,-7,18,60.7,1333.778,1,6671.625013,162.2559,162.2559,149.4699,14
2010,1812,"Somna",594.84,2041,-3,27,70.1,1341.503,2,5413.048378,0.045,0.045,0.045,14
2010,1813,"Bronnoy",1052.81,7660,19,108,67,1359.248,3,3770.497024,393.0403,393.0403,328.2562,14
2010,1815,"Vega",2756.44,1288,-7,20,68.3,1375.174,4,2731.278359,0,0,0,14
2010,1816,"Vevelstad",122.2,510,2,7,68.2,1379.621,5,3506.781307,0,0,0,14
2010,1818,"Heroy",2197.73,1618,14,22,63.9,1418.72,8,5694.954001,495.3045,495.3045,393.9767,14
2010,1820,"Alstahaug",397.61,7196,7,122,67.4,1400.557,6,7083.720189,959.7135,959.7135,0.3705,14
2010,1824,"Vefsn",101.49,13388,-53,194,67.8,1409.307,7,2713.372999,0,0,0,14
2010,1827,"Donna",567.37,1431,-1,22,65.7,1438.247,9,1944.102914,883.8741,883.8741,458.1414,14
2010,1828,"Nesna",219.63,1786,13,27,62.4,1455.901,12,637.865923,9.6291,9.6291,9.2901,14
2010,1833,"Rana",128.29,25282,25,493,67.3,1502.259,15,877.819393,3.818,3.818,3.818,14
2010,1834,"Luroy",1072.51,1900,1,40,69.3,1467.93,13,7038.717023,407.6637,407.6637,238.9623,14
2010,1835,"Traena",1777.3,489,9,6,73.4,1468.945,14,1777.151217,30210.8658,20692.7763,1124.3309,14
2010,1836,"Rodoy",2391.77,1281,7,18,71.1,1502.26,16,13690.756371,1372.7822,1372.7822,1082.2483,14
2010,1837,"Meloy",1872.46,6639,10,72,69.1,1505.621,18,9970.585808,900.7322,900.7322,572.1608,14
2010,1838,"Gildeskal",837.6,1996,0,27,64.4,1509.91,19,5999.908777,134.1176,134.1176,100.1631,14
2010,1840,"Saltdal",29.77,4692,-28,82,65.8,1502.261,17,2988.451104,0,0,0,14
2010,1841,"Fauske",84.29,9552,15,177,66.5,1625.878,22,NA,63.6817,63.6817,47.2808,14
2010,1845,"Sorfold",192.04,1984,16,37,63.6,1711.852,28,11346.99528,268.8032,268.8032,220.7367,14
2010,1848,"Steigen",2475.41,2619,7,46,64.8,1711.846,27,13642.69804,845.3156,845.3156,625.3906,14
2010,1849,"Hamaroy",528.96,1752,1,26,65.2,1724.582,30,5084.572402,1.9124,1.9124,1.9124,14
2010,1850,"Tysfjord",465.3,2007,-10,57,58.7,1743.794,31,2010.012844,196.5494,196.5494,120.6078,14
2010,1851,"Lodingen",516.46,2181,1,40,62.5,1754.722,33,5648.846404,16724.122,9900.551,64.465,14
2010,1854,"Ballangen",260.93,2616,-12,31,60.2,1791.624,35,1642.739596,3.6089,3.6089,0.6595,14
2010,1859,"Flakstad",994.01,1369,-2,35,68.5,1680.052,25,3126.739442,6456.9623,6456.9623,2703.4234,14
2010,1860,"Vestvagoy",1685.01,10674,34,182,68,1703.182,26,NA,7755.6235,7149.178,563.1781,14
2010,1865,"Vagan",1608.35,9023,5,197,68.1,1720.912,29,14749.819321,27541.6018,18695.654,2315.4777,14
2010,1866,"Hadsel",617.87,7981,-2,136,65.9,1753.946,32,6293.965056,788.7272,366.0737,303.1255,14
2010,1867,"Bo",1579.07,2789,-13,61,59.5,1760.852,34,6814.383985,8744.0623,6917.8422,814.5363,14
2010,1868,"Oksnes",1495.68,4438,2,101,67,1803.767,38,9399.452988,16373.9894,15630.0396,3293.6204,14
2010,1870,"Sortland",371.13,9819,-2,193,68.5,1796.622,36,2313.204108,1628.4196,1156.7856,2.7217,14
2011,2004,"Hammerfest",2379.58,9912,14,168,72.2,2187.8,68,17770.586082,9831.6257,7050.6253,1185.1893,14
2011,2012,"Alta",708.22,19071,32,326,69.1,2142.243,66,15482.248776,146.3911,146.3911,146.3911,14
2011,2014,"Loppa",2119.69,1078,-3,21,62.2,2114.266,65,11108.665273,2695.7956,2030.0618,716.5781,14
2011,2017,"Kvalsund",299.43,998,-9,17,62.7,2196.698,69,6160.72919,0,0,0,14
2011,2019,"Nordkapp",3172.78,3224,-6,102,67.6,2302.882,72,1570.71983,20670.2623,12648.7288,4580.0971,14
2011,2022,"Lebesby",2269.84,1336,10,30,62.9,2339.808,73,3457.654572,4672.5153,4596.7474,2609.0379,14
2011,2027,"Nesseby",200.5,893,7,NA,64.9,2452.245,77,3830.330977,562.8267,562.8267,556.8708,14
2011,2030,"Sor-Varanger",1135.7,9826,-9,92,71.4,2587.5,81,6712.890034,652.05,652.05,642.8617,14
2011,1902,"Tromso",2767.33,68239,388,1001,71.8,1963.832,58,7492.644903,60187.7659,27365.1045,3460.5374,14
2011,1903,"Harstad",1075.25,NA,NA,NA,NA,1850.033,44,11338.141249,1047.1131,1047.1131,363.2828,14
2011,1911,"Kvaefjord",189.03,3050,-32,34,64.4,1806.774,39,5098.656142,186.5654,186.5654,142.3999,14
2011,1913,"Skanland",85.75,2896,28,39,64.1,1844.254,41,1491.20518,0.6385,0.6385,0.6385,14
2011,1917,"Ibestad",351.66,1419,-3,17,62.4,1875.689,45,10066.139798,1.9454,1.9454,1.9454,14
2011,1920,"Lavangen",22.93,1003,7,12,62.6,1896.465,49,3178.592511,0.165,0.165,0,14
2011,1923,"Salangen",63.61,2179,9,31,64.2,1900.846,51,793.292125,2.5723,2.5723,0,13
2011,1926,"Dyroy",181.21,1205,-6,24,63.1,1900.833,50,6959.738182,0,0,0,14
2011,1927,"Tranoy",414.56,1538,-9,15,60.7,1894.122,48,13098.526742,0,0,0,14
2011,1928,"Torsken",832.68,911,-3,13,63.3,1890.295,47,13293.875352,4749.9254,4106.1927,775.402,14
2011,1929,"Berg",836.66,907,6,26,69.1,1910.705,52,4338.387028,17344.3874,9129.8114,1521.1242,14
2011,1931,"Lenvik",702.95,11294,63,148,67,1925.114,54,7623.195257,3492.2569,3492.2569,1173.3945,14
2011,1936,"Karlsoy",4796.75,2357,-23,37,65.7,2036.172,59,8714.946023,8677.0082,8108.7521,1994.607,14
2011,1938,"Lyngen",487.07,3086,-21,37,66.3,2039.693,60,3275.433627,616.9603,616.9603,57.1845,14
2011,1940,"Kafjord",124.17,2185,1,54,61.9,2051.994,61,887.798704,3.3333,3.3333,3.3333,14
2011,1941,"Skjervoy",1088,2885,-15,60,64.4,2077.385,62,6788.638843,5642.1951,5205.4551,2070.5051,14
2011,1942,"Nordreisa",243.72,4805,-31,68,66.9,2083.479,63,1310.997923,275.0851,275.0851,251.6582,14
2011,1943,"Kvaenangen",573.01,1294,-8,20,61.1,2110.984,64,4573.893608,615.4608,615.4608,530.244,14
2011,1804,"Bodo",3431.45,47847,157,732,72.2,1625.878,22,NA,24242.9237,14185.4941,311.07,14
2011,1811,"Bindal",641.29,1592,-12,25,60.2,1333.778,1,10281.027497,159.3248,159.3248,152.274,14
2011,1812,"Somna",594.84,2025,-1,21,68.4,1341.503,2,452.490777,0.1215,0.1215,0.1215,14
2011,1813,"Bronnoy",1052.81,7719,23,122,68.3,1359.248,3,9803.385373,542.4367,542.4367,460.3404,14
2011,1815,"Vega",2756.44,1270,-9,19,68,1375.174,4,1422.228051,189.8769,189.8769,147.5514,14
2011,1816,"Vevelstad",122.2,520,-2,NA,68,1379.621,5,6772.829655,116.4606,116.4606,112.0473,14
2011,1818,"Heroy",2197.73,1649,7,53,65.3,1418.72,8,1852.133961,364.5998,364.5998,262.031,14
2011,1820,"Alstahaug",397.61,7296,32,153,66.9,1400.557,6,6866.194776,2.3208,2.3208,0.7658,14
2011,1824,"Vefsn",101.49,13307,-25,191,68,1409.307,7,935.479636,0,0,0,14
2011,1827,"Donna",567.37,1449,-5,30,66.9,1438.247,9,7451.240866,679.7231,679.7231,386.9895,14
2011,1828,"Nesna",219.63,1808,0,39,63,1455.901,12,4157.572973,7.6201,7.6201,3.8971,14
2011,1833,"Rana",128.29,25499,66,410,68.1,1502.259,15,3300.927639,145.769,145.769,2.109,14
2011,1834,"Luroy",1072.51,1912,4,23,68.2,1467.93,13,9249.450353,461.964,461.964,258.4259,14
2011,1835,"Traena",1777.3,490,-4,9,73.6,1468.945,14,2338.948047,22538.6882,12706.0382,1073.8049,14
2011,1836,"Rodoy",2391.77,1294,5,17,72.1,1502.26,16,11569.640765,1220.9549,1220.9549,882.5415,14
2011,1837,"Meloy",1872.46,6650,12,67,67.9,1505.621,18,7879.096262,1106.9712,1106.9712,706.5724,14
2011,1838,"Gildeskal",837.6,2020,-19,38,66.5,1509.91,19,7800.326442,23.7825,23.7825,19.2806,14
2011,1840,"Saltdal",29.77,4672,-1,98,64.8,1502.261,17,1025.250534,0,0,0,14
2011,1841,"Fauske",84.29,9533,-23,186,66.8,1625.878,22,4098.543187,63.7541,63.7541,52.4365,14
2011,1845,"Sorfold",192.04,1989,5,26,63.2,1711.852,28,8737.227504,451.3029,451.3029,197.4607,14
2011,1848,"Steigen",2475.41,2619,-14,58,64.7,1711.846,27,17432.137829,1389.4852,1389.4852,1028.3319,14
2011,1849,"Hamaroy",528.96,1771,-1,25,66.3,1724.582,30,2389.759032,0.7328,0.7328,0.7328,14
2011,1850,"Tysfjord",465.3,2002,-14,49,58.8,1743.794,31,8635.451305,528.4989,528.4989,278.5022,14
2011,1851,"Lodingen",516.46,2196,6,28,62.6,1754.722,33,4683.279347,21782.9054,9197.5464,310.5341,14
2011,1854,"Ballangen",260.93,2620,12,28,58.6,1791.624,35,1713.477315,2.0796,2.0796,0,14
2011,1859,"Flakstad",994.01,1360,8,29,67,1680.052,25,2994.134522,8635.4137,8635.4137,3291.356,14
2011,1860,"Vestvagoy",1685.01,10780,36,207,67.7,1703.182,26,NA,12260.7577,10155.784,2247.0512,14
2011,1865,"Vagan",1608.35,9023,0,187,68.6,1720.912,29,10164.431817,31914.7507,23674.353,5093.9972,14
2011,1866,"Hadsel",617.87,7924,3,130,66.2,1753.946,32,10901.430102,883.1478,761.9884,451.6886,14
2011,1867,"Bo",1579.07,2790,-42,58,58.4,1760.852,34,7366.07945,13284.6531,10076.6325,1805.679,14
2011,1868,"Oksnes",1495.68,4432,43,110,67.2,1803.767,38,10490.160932,19405.8674,17986.3726,4227.0074,14
2011,1870,"Sortland",371.13,9856,44,208,67.9,1796.622,36,5103.404981,1691.0207,1474.7285,2.1015,14
2012,2004,"Hammerfest",2379.58,9934,-1,137,73,2187.8,68,13083.963033,8427.063,5022.644,1011.3007,14
2012,2012,"Alta",708.22,19282,78,298,68.1,2142.243,66,21676.724956,316.3778,316.3778,309.9791,14
2012,2014,"Loppa",2119.69,1087,-4,20,62.6,2114.266,65,13600.656098,2029.2816,1270.5416,799.0649,14
2012,2017,"Kvalsund",299.43,1010,6,23,64.5,2196.698,69,10516.535076,0,0,0,14
2012,2018,"Masoy",2746.77,1243,4,40,61.2,2246.06,70,5544.681861,30457.7181,22167.3273,4130.4241,14
2012,2019,"Nordkapp",3172.78,3228,-15,89,64.6,2302.882,72,4501.978025,13614.7229,10678.0817,4190.7015,14
2012,2022,"Lebesby",2269.84,1356,4,38,64,2339.808,73,5603.964197,4185.1328,4163.999,2838.7387,14
2012,2027,"Nesseby",200.5,901,4,15,64.9,2452.245,77,8745.886839,444.8615,444.8615,432.0007,14
2012,2030,"Sor-Varanger",1135.7,9860,65,95,70.7,2587.5,81,4301.646547,534.4533,534.4533,502.2353,14
2012,1902,"Tromso",2767.33,69116,402,971,71.5,1963.832,58,8408.254808,46853.8555,24707.9274,5124.9556,14
2012,1903,"Harstad",1075.25,NA,NA,NA,67.2,1850.033,44,19610.350071,1475.9675,1475.9675,198.9888,14
2012,1911,"Kvaefjord",189.03,3025,3,33,62.5,1806.774,39,10608.201248,122.2752,122.2752,96.9756,14
2012,1913,"Skanland",85.75,2972,3,35,63,1844.254,41,2906.23256,0.7383,0.7383,0.7383,14
2012,1917,"Ibestad",351.66,1410,0,19,63.8,1875.689,45,10079.890597,0.9969,0.9969,0.72,14
2012,1920,"Lavangen",22.93,1016,-1,14,61.5,1896.465,49,971.832644,0,0,0,14
2012,1923,"Salangen",63.61,2214,-9,30,62,1900.846,51,3474.028943,3.354,3.354,0,13
2012,1926,"Dyroy",181.21,1188,0,19,60.8,1900.833,50,7816.728931,0,0,0,14
2012,1927,"Tranoy",414.56,1524,0,17,61.6,1894.122,48,12734.295398,0,0,0,14
2012,1928,"Torsken",832.68,892,-5,21,65.7,1890.295,47,9768.416684,6127.9113,4532.9148,1488.4884,14
2012,1929,"Berg",836.66,887,1,12,67.8,1910.705,52,4155.212161,19601.9225,11934.327,2169.7667,14
2012,1931,"Lenvik",702.95,11345,53,93,66.4,1925.114,54,5129.989853,3520.9486,3462.543,1154.2684,14
2012,1936,"Karlsoy",4796.75,2355,-28,26,64.9,2036.172,59,6849.693258,13308.9133,9319.1005,2849.196,14
2012,1938,"Lyngen",487.07,3028,-8,46,66.4,2039.693,60,1188.848548,902.5279,902.5279,60.0227,14
2012,1940,"Kafjord",124.17,2210,-4,47,62.2,2051.994,61,5254.781808,7.2137,7.2137,7.2137,14
2012,1941,"Skjervoy",1088,2880,1,63,63,2077.385,62,13440.351026,7630.3836,4901.322,2328.2122,14
2012,1942,"Nordreisa",243.72,4807,3,88,66.4,2083.479,63,7168.557045,430.7151,430.7151,383.8898,14
2012,1943,"Kvaenangen",573.01,1284,-1,24,61.2,2110.984,64,6166.199391,356.6899,356.6899,335.1739,14
2012,1804,"Bodo",3431.45,48422,156,651,71,1625.878,22,912.069024,10676.1318,5393.7158,495.2119,14
2012,1805,"Narvik",200.61,18473,-4,237,66,1848.003,43,3741.632545,5.8062,5.8062,2.2494,14
2012,1811,"Bindal",641.29,1562,3,17,61.3,1333.778,1,13044.111856,98.8417,98.8417,89.0774,14
2012,1812,"Somna",594.84,2038,-9,15,68.5,1341.503,2,480.238012,0.0491,0.0491,0.0491,14
2012,1813,"Bronnoy",1052.81,7778,11,88,68.4,1359.248,3,5475.600601,734.2796,734.2796,333.7388,14
2012,1815,"Vega",2756.44,1256,-4,18,66.1,1375.174,4,5335.186859,0.2928,0.2928,0.2928,14
2012,1816,"Vevelstad",122.2,511,-3,5,64.1,1379.621,5,3313.382939,60.472,60.472,56.6125,14
2012,1818,"Heroy",2197.73,1711,-3,38,63.9,1418.72,8,7448.047426,384.1046,384.1046,307.608,14
2012,1820,"Alstahaug",397.61,7372,-17,119,66.5,1400.557,6,7869.309279,0.484,0.484,0,14
2012,1822,"Leirfjord",130.95,2107,10,29,65.4,1441.841,10,1247.334467,12.09,12.09,0,14
2012,1824,"Vefsn",101.49,13258,14,149,68,1409.307,7,3265.592397,0,0,0,14
2012,1827,"Donna",567.37,1433,5,23,64.1,1438.247,9,3337.95917,532.8618,532.8618,267.6828,14
2012,1828,"Nesna",219.63,1813,3,25,62.4,1455.901,12,4900.823503,11.1386,11.1386,8.8886,14
2012,1833,"Rana",128.29,25652,41,290,66.8,1502.259,15,1885.255335,4.077,4.077,4.077,14
2012,1834,"Luroy",1072.51,1937,3,42,69.5,1467.93,13,9243.651922,498.3277,498.3277,257.6606,14
2012,1835,"Traena",1777.3,497,-3,8,73.3,1468.945,14,2563.013568,13405.9958,6968.6508,1687.0861,14
2012,1836,"Rodoy",2391.77,1320,-12,13,70.3,1502.26,16,24384.887056,1086.2645,1086.2645,702.9992,14
2012,1837,"Meloy",1872.46,6657,-17,124,64.9,1505.621,18,9561.202982,1260.3362,1260.3362,653.5807,14
2012,1838,"Gildeskal",837.6,2000,1,25,66,1509.91,19,12367.35435,216.0343,216.0343,82.0156,14
2012,1840,"Saltdal",29.77,4710,-3,94,64.5,1502.261,17,4258.574965,0.015,0.015,0.015,14
2012,1841,"Fauske",84.29,9513,-7,167,66.4,1625.878,22,1793.594806,39.8322,39.8322,27.9322,14
2012,1845,"Sorfold",192.04,2003,-6,39,62.4,1711.852,28,9169.924582,155.6319,155.6319,121.1574,14
2012,1848,"Steigen",2475.41,2609,-8,53,64.9,1711.846,27,16448.728412,1014.4447,1014.4447,748.7401,14
2012,1849,"Hamaroy",528.96,1783,5,17,64.8,1724.582,30,3862.092704,0.0978,0.0978,0.0978,14
2012,1850,"Tysfjord",465.3,1956,18,45,58.9,1743.794,31,12656.460563,430.6601,430.6601,152.9819,14
2012,1851,"Lodingen",516.46,2179,38,18,59.7,1754.722,33,8239.503566,24478.2219,14643.3749,1477.3501,14
2012,1854,"Ballangen",260.93,2616,3,33,58.7,1791.624,35,1386.647926,0,0,0,14
2012,1859,"Flakstad",994.01,1383,10,21,66.7,1680.052,25,3683.248774,9977.77,9962.5662,4578.3425,14
2012,1860,"Vestvagoy",1685.01,10848,-17,189,67.1,1703.182,26,4263.024405,9796.9505,9144.3343,2731.6143,14
2012,1865,"Vagan",1608.35,9086,61,152,67.1,1720.912,29,10619.006885,32080.6684,24575.6296,7349.6552,14
2012,1866,"Hadsel",617.87,7937,27,148,64.2,1753.946,32,5448.915687,829.9487,829.9487,410.3651,14
2012,1867,"Bo",1579.07,2720,-7,54,61,1760.852,34,7065.807854,14565.6668,11610.1466,2579.9142,14
2012,1868,"Oksnes",1495.68,4467,-1,97,65.6,1803.767,38,8524.384315,22465.6777,20307.0626,4450.5781,14
2012,1870,"Sortland",371.13,9983,13,210,66.9,1796.622,36,4988.663652,1.11,1.11,1.11,14
